StockQty,ReservedQty,AvailableQty,ReorderLevel,SafetyStock,InventoryValue,LastUpdated
1695,245,1450,249,129,8177764.8,2026-06-30
2664,298,2366,642,384,12894905.52,2026-07-07
2035,333,1702,395,172,8326507.75,2026-06-26
3268,373,2895,384,451,3395484.68,2026-06-29
4519,368,4151,1014,238,21543745.03,2026-06-22
3831,429,3402,831,340,15955502.04,2026-07-09
616,104,512,147,61,455187.04,2026-07-08
2530,247,2283,382,294,2056915.3,2026-07-05
3516,772,2744,426,404,17418158.52,2026-07-15
3975,1192,2783,807,471,10166976.75,2026-07-11
3476,75,3401,715,447,10391189.16,2026-07-09
746,27,719,172,68,2465626.98,2026-06-22
2958,170,2788,626,169,8394626.52,2026-06-29
3323,990,2333,717,335,16051086.9,2026-07-09
3576,216,3360,367,228,4758762.0,2026-07-07
4233,1062,3171,994,508,14620528.02,2026-07-17
1860,456,1404,377,193,4356417.6,2026-06-19
4871,1414,3457,999,320,8561220.89,2026-07-16
251,61,190,31,21,529379.08,2026-07-07
753,29,724,181,55,1335995.19,2026-07-12
2860,466,2394,687,248,7520427.2,2026-06-19
2903,487,2416,339,369,10520094.61,2026-07-06
3756,653,3103,443,340,1018552.08,2026-07-03
992,11,981,186,131,586619.2,2026-07-07
1396,379,1017,201,201,1275301.84,2026-07-09
1361,169,1192,279,177,6525164.79,2026-07-15
1949,414,1535,288,144,6276501.13,2026-07-15
3590,810,2780,388,493,15872574.7,2026-07-18
3732,879,2853,771,188,13205458.08,2026-06-29
1735,285,1450,205,233,960617.45,2026-07-12
4448,382,4066,818,388,4561512.96,2026-06-29
983,134,849,223,116,4749158.07,2026-07-02
2617,611,2006,459,330,7734988.39,2026-07-10
2900,360,2540,722,379,9007255.0,2026-07-12
2486,629,1857,550,145,8395072.84,2026-06-20
2615,120,2495,383,286,1644573.5,2026-07-07
3108,710,2398,382,416,6131742.12,2026-07-05
4935,282,4653,1081,442,10580837.4,2026-07-08
4036,1100,2936,580,485,3535455.28,2026-06-27
2416,143,2273,336,200,10190277.28,2026-07-11
489,91,398,49,55,354940.65,2026-06-25
3195,575,2620,577,412,6630327.9,2026-07-14
4078,851,3227,861,453,3580076.2,2026-06-20
4681,63,4618,693,383,991623.04,2026-07-08
1891,550,1341,336,137,7402622.06,2026-07-17
4683,1014,3669,1030,495,2858456.37,2026-07-16
985,137,848,237,95,2692113.35,2026-06-20
390,97,293,85,47,1074235.5,2026-06-23
3532,209,3323,606,328,15471254.92,2026-07-09
314,57,257,47,37,1355817.46,2026-06-25
762,112,650,186,53,2963707.56,2026-07-11
1991,214,1777,378,280,6113962.8,2026-06-27
3557,339,3218,497,282,14501782.29,2026-06-21
536,145,391,97,60,772574.32,2026-07-01
4463,344,4119,777,583,6687984.02,2026-07-07
4741,547,4194,1000,697,16178804.73,2026-07-04
830,34,796,206,93,3816265.3,2026-06-29
2321,671,1650,296,295,10066385.89,2026-07-11
2095,149,1946,373,167,8001412.55,2026-07-04
3267,501,2766,398,458,10390334.13,2026-07-05
3443,768,2675,806,210,10970981.78,2026-07-07
812,103,709,146,75,2832889.36,2026-07-02
3073,465,2608,556,320,9005979.64,2026-07-09
813,187,626,139,121,2713395.63,2026-07-01
2984,870,2114,330,422,6023770.96,2026-06-22
3569,433,3136,862,315,5882354.42,2026-07-11
2373,345,2028,517,265,1652652.12,2026-06-19
4025,703,3322,451,224,2185132.25,2026-07-15
3814,33,3781,508,270,8521887.18,2026-06-21
55,13,42,8,7,250336.35,2026-07-05
2522,162,2360,392,149,8297909.62,2026-06-29
2101,84,2017,400,275,9504524.81,2026-06-22
1405,26,1379,241,148,5119314.2,2026-06-20
1968,439,1529,242,278,1025642.88,2026-06-20
1798,488,1310,218,122,5373700.58,2026-07-01
4305,911,3394,439,219,15038269.05,2026-06-28
1037,216,821,136,112,415422.2,2026-06-19
3188,91,3097,692,211,1787989.8,2026-06-26
3061,902,2159,459,223,5952022.67,2026-06-30
1140,328,812,150,65,3050662.8,2026-06-25
119,10,109,25,10,431498.76,2026-07-11
1290,210,1080,286,177,5555784.9,2026-06-24
760,25,735,93,53,2255976.4,2026-07-16
3195,359,2836,538,320,12670826.85,2026-06-29
2079,283,1796,250,166,5798975.49,2026-07-11
4965,1476,3489,1118,393,19392793.5,2026-07-01
269,38,231,39,29,821604.01,2026-07-06
1595,382,1213,259,154,5181421.3,2026-06-27
2010,506,1504,398,128,2499133.5,2026-07-18
4915,145,4770,1031,700,24032384.0,2026-07-18
3008,324,2684,367,348,12967578.24,2026-06-24
4706,861,3845,844,514,16144215.36,2026-06-26
3908,149,3759,407,495,1501805.32,2026-07-04
2197,220,1977,239,124,10426896.09,2026-06-24
3310,518,2792,477,486,11841558.1,2026-07-17
3453,867,2586,756,214,11120938.98,2026-06-20
4454,1261,3193,601,364,2065809.74,2026-07-04
697,130,567,95,53,1885475.61,2026-07-16
3250,600,2650,649,195,5152355.0,2026-07-07
3633,488,3145,422,306,1732032.75,2026-07-08
3609,237,3372,824,493,11056965.48,2026-06-28
2583,682,1901,637,218,1656322.92,2026-06-22
1174,5,1169,158,121,5596962.82,2026-07-17
4334,1059,3275,698,301,8194510.5,2026-06-30
2251,120,2131,240,197,9105700.18,2026-06-23
2278,536,1742,259,180,8146128.0,2026-07-03
4773,1285,3488,555,492,10993316.79,2026-07-18
3000,56,2944,555,440,2628180.0,2026-06-24
1338,130,1208,330,92,5989730.94,2026-07-16
994,116,878,229,49,266382.06,2026-06-20
150,15,135,16,22,277752.0,2026-07-05
1279,91,1188,136,170,1485366.65,2026-07-14
2083,426,1657,371,173,8620891.27,2026-07-09
4732,763,3969,595,493,16008166.72,2026-07-06
481,45,436,76,57,2360748.0,2026-06-22
3334,70,3264,782,404,14459091.24,2026-07-13
2595,335,2260,303,362,232122.75,2026-07-05
1693,149,1544,313,161,6282553.7,2026-06-19
2037,475,1562,391,252,9901245.9,2026-07-09
1650,375,1275,395,221,6293743.5,2026-07-12
2058,154,1904,208,206,346484.88,2026-06-24
4486,709,3777,1099,653,15623078.18,2026-07-10
128,21,107,12,18,422867.2,2026-07-06
2569,106,2463,361,249,5467063.21,2026-07-11
540,36,504,89,32,144347.4,2026-06-26
1946,532,1414,405,276,8724132.06,2026-07-10
3805,173,3632,477,448,2704936.45,2026-06-27
3280,76,3204,631,454,1175224.0,2026-07-14
1120,121,999,186,89,4773462.4,2026-07-02
3269,717,2552,751,330,5310130.91,2026-07-18
2277,239,2038,265,164,1647978.75,2026-07-15
4839,223,4616,642,295,4179250.74,2026-07-12
3867,643,3224,802,254,10451843.61,2026-07-11
1750,462,1288,332,205,2383132.5,2026-07-10
1032,46,986,143,154,3556241.04,2026-07-17
4992,82,4910,719,676,21415879.68,2026-07-02
1265,46,1219,308,94,6127128.7,2026-07-04
3296,525,2771,354,317,4409487.68,2026-06-30
1474,15,1459,250,188,4130103.78,2026-06-23
4556,511,4045,551,463,2526028.64,2026-07-02
1195,62,1133,122,66,4971606.3,2026-07-10
1870,133,1737,288,195,3539143.3,2026-06-30
738,149,589,148,69,3388357.26,2026-07-11
664,5,659,74,58,2999527.04,2026-07-16
3682,263,3419,462,353,2417269.82,2026-07-18
3826,103,3723,554,484,8394703.12,2026-07-07
3285,508,2777,343,359,11273791.5,2026-07-05
1465,181,1284,200,120,2067349.4,2026-06-20
3703,304,3399,405,499,11534548.76,2026-07-12
2063,302,1761,461,208,9117944.25,2026-07-04
3974,124,3850,486,341,7733125.82,2026-06-27
3484,408,3076,603,496,17318023.32,2026-07-12
4503,39,4464,841,625,16126053.54,2026-06-29
3979,1115,2864,893,374,18175077.25,2026-07-06
4165,658,3507,813,346,3915474.85,2026-07-01
2662,611,2051,378,148,11936514.48,2026-07-05
2351,59,2292,476,252,4277150.79,2026-07-02
4834,476,4358,646,292,6172486.26,2026-07-17
2025,272,1753,475,303,9295620.75,2026-07-02
508,56,452,123,76,1002126.52,2026-07-15
1473,90,1383,207,154,5952010.02,2026-06-19
2989,605,2384,312,329,14169115.38,2026-07-14
4667,291,4376,1042,329,19562430.55,2026-06-28
4082,1110,2972,724,293,10113808.12,2026-06-23
789,14,775,107,116,894015.9,2026-06-30
4362,978,3384,436,387,20037239.58,2026-07-08
1700,412,1288,236,172,6118028.0,2026-07-12
2700,60,2640,281,210,7975044.0,2026-07-15
1210,56,1154,255,170,2246002.0,2026-06-30
644,95,549,154,82,1900302.32,2026-07-12
2807,309,2498,445,209,13699591.57,2026-07-12
3628,997,2631,686,270,12881431.68,2026-07-10
4653,1256,3397,830,346,15561400.14,2026-06-19
1486,193,1293,226,149,1011029.82,2026-06-23
64,18,46,12,9,318188.8,2026-07-03
4698,66,4632,655,542,7635048.66,2026-06-29
1859,106,1753,439,128,3140371.52,2026-07-08
687,60,627,112,74,605274.48,2026-06-30
776,210,566,167,80,1754396.32,2026-07-03
2222,214,2008,349,288,856758.76,2026-07-17
2152,110,2042,215,119,4218759.28,2026-07-06
3487,340,3147,771,426,15394268.12,2026-07-11
2927,559,2368,484,197,12154630.93,2026-07-15
4785,1333,3452,1181,354,4091892.75,2026-07-14
653,8,645,102,34,1062855.45,2026-07-05
907,37,870,177,66,4031850.82,2026-07-09
1368,374,994,155,91,2356872.48,2026-07-15
4004,63,3941,841,534,3470426.96,2026-07-05
3606,321,3285,414,231,6090245.52,2026-07-06
1606,209,1397,338,221,5820288.54,2026-07-11
4474,543,3931,735,375,5484497.64,2026-07-02
456,100,356,107,31,145828.8,2026-07-03
81,13,68,9,8,334391.49,2026-07-01
4966,983,3983,700,297,880918.74,2026-06-30
1449,326,1123,218,92,3469152.33,2026-06-24
996,157,839,200,109,2461145.88,2026-06-28
2220,93,2127,550,250,4369537.2,2026-07-04
3089,906,2183,503,343,3007419.51,2026-06-24
415,33,382,69,49,561839.45,2026-07-15
2250,577,1673,256,150,8490510.0,2026-06-27
842,21,821,169,86,3410512.58,2026-06-28
3441,465,2976,406,370,14111919.51,2026-06-29
3479,972,2507,588,416,5320504.28,2026-07-12
3284,924,2360,765,181,8326253.6,2026-07-02
4283,1170,3113,1063,289,2764248.2,2026-07-17
3728,354,3374,543,294,15105408.64,2026-07-14
1083,21,1062,216,64,5352175.17,2026-07-17
3616,413,3203,512,484,4796768.64,2026-07-02
598,22,576,108,64,1206112.18,2026-06-23
2721,282,2439,538,370,12489253.95,2026-06-28
151,44,107,34,20,91652.47,2026-07-03
1275,75,1200,272,88,5901197.25,2026-06-30
4659,206,4453,757,676,12585776.01,2026-07-06
2866,420,2446,421,339,9432579.2,2026-06-27
4736,1247,3489,957,255,4273719.04,2026-07-03
3351,147,3204,651,478,11460487.02,2026-06-19
3340,39,3301,536,336,11583253.6,2026-07-14
453,121,332,79,45,68017.95,2026-06-25
2532,318,2214,396,341,6288272.64,2026-07-02
854,116,738,119,80,4161021.06,2026-06-21
3679,657,3022,642,396,11201267.35,2026-06-21
781,48,733,134,66,3570333.69,2026-07-15
3385,758,2627,586,433,14699667.15,2026-07-03
510,131,379,71,29,810930.6,2026-06-25
4201,826,3375,558,609,17912685.91,2026-07-12
4708,59,4649,647,333,20631115.12,2026-06-23
1694,428,1266,183,147,362007.8,2026-06-19
464,92,372,71,40,869229.76,2026-07-16
3852,1034,2818,791,517,17793196.92,2026-07-02
300,30,270,53,30,897156.0,2026-07-11
1504,445,1059,271,225,4179766.4,2026-07-12
2870,167,2703,715,275,10783623.2,2026-07-10
790,72,718,82,88,233658.3,2026-07-05
4737,438,4299,699,567,5515289.1,2026-06-27
1743,275,1468,383,218,260160.18,2026-06-21
122,30,92,16,16,110695.48,2026-07-01
119,14,105,19,14,480185.23,2026-07-12
2552,729,1823,618,267,5481287.68,2026-06-24
3134,872,2262,491,391,4066020.26,2026-06-22
3873,618,3255,920,512,7807619.43,2026-07-08
888,3,885,218,128,4292680.8,2026-07-12
3115,574,2541,642,459,9546852.0,2026-06-22
2495,700,1795,304,247,913145.05,2026-07-17
2314,655,1659,397,335,3287222.12,2026-06-21
2497,192,2305,325,256,9586232.7,2026-06-26
515,153,362,102,67,840454.25,2026-06-26
1196,13,1183,286,122,5965014.12,2026-07-16
2175,428,1747,424,207,8040583.5,2026-07-03
4826,1171,3655,676,416,17597622.92,2026-06-23
1871,547,1324,430,264,3413751.76,2026-07-01
2509,174,2335,586,349,7058644.97,2026-06-24
2456,99,2357,486,154,9130302.8,2026-07-16
4629,374,4255,805,566,2277606.87,2026-07-09
2960,228,2732,677,305,6308766.4,2026-07-18
2764,380,2384,409,288,6483293.68,2026-07-17
1014,240,774,114,131,2979831.66,2026-06-29
633,120,513,87,46,2749821.63,2026-07-14
3176,542,2634,469,369,1008729.36,2026-07-07
1285,70,1215,179,151,2667017.5,2026-07-10
4714,937,3777,617,396,20359058.9,2026-07-10
1527,398,1129,172,200,2590586.04,2026-07-03
1498,160,1338,311,88,109848.34,2026-07-17
2290,214,2076,315,261,8780295.1,2026-07-09
4060,180,3880,538,517,8919292.2,2026-07-03
3567,826,2741,795,422,6946447.14,2026-07-16
359,68,291,47,40,1706269.56,2026-06-21
2689,775,1914,539,231,372910.52,2026-07-18
83,20,63,19,7,97111.66,2026-06-23
2870,319,2551,353,195,5592395.9,2026-06-29
4872,626,4246,658,276,20111762.16,2026-06-29
2492,297,2195,482,310,6542571.56,2026-07-01
4343,691,3652,878,568,21617673.37,2026-06-22
2857,501,2356,468,238,2474647.69,2026-06-26
3354,19,3335,451,281,12240389.46,2026-06-30
1124,108,1016,117,131,2863884.56,2026-06-27
1058,187,871,114,100,4643445.62,2026-07-15
2145,547,1598,533,119,6413378.4,2026-06-22
442,27,415,46,25,1531202.92,2026-06-26
3464,909,2555,735,236,9557349.2,2026-06-19
3936,313,3623,603,551,13557197.76,2026-07-08
126,19,107,25,16,69281.1,2026-07-10
4312,552,3760,1068,525,15172203.2,2026-07-17
3481,214,3267,468,318,2138587.16,2026-07-11
920,254,666,142,123,955659.2,2026-07-03
2204,535,1669,323,201,7784550.04,2026-06-20
2469,164,2305,266,263,6189684.24,2026-06-30
1751,492,1259,344,147,111276.05,2026-07-02
779,232,547,91,111,2618733.14,2026-07-02
1271,46,1225,257,82,4615814.44,2026-07-11
879,131,748,146,101,4345688.1,2026-06-22
2475,270,2205,484,135,1346523.75,2026-06-30
1481,20,1461,366,148,2714761.86,2026-07-01
2611,436,2175,639,189,1358346.64,2026-07-17
425,2,423,59,63,1382792.75,2026-06-28
2742,366,2376,498,274,12060549.9,2026-07-09
811,95,716,185,83,774667.2,2026-06-24
3333,409,2924,825,399,4651434.81,2026-07-15
3209,706,2503,755,404,12866485.5,2026-06-29
1416,57,1359,174,85,6950818.32,2026-06-26
1355,53,1302,241,190,5448739.55,2026-07-01
3639,371,3268,751,364,11194364.58,2026-06-25
1120,247,873,236,70,4976820.8,2026-06-22
3660,94,3566,430,316,12049159.2,2026-06-21
151,45,106,36,14,738477.58,2026-06-27
2821,531,2290,549,189,6185324.6,2026-07-03
2086,493,1593,385,273,7087518.76,2026-07-17
3202,152,3050,749,445,14299203.42,2026-07-16
497,2,495,69,56,2113139.63,2026-07-03
4111,338,3773,487,589,10210326.26,2026-07-10
2023,338,1685,344,113,5177463.9,2026-06-25
4559,1317,3242,842,433,18667554.94,2026-07-11
695,117,578,125,91,337561.5,2026-07-03
4133,915,3218,736,266,20269554.56,2026-07-08
195,6,189,31,22,44337.15,2026-07-02
4548,0,4548,547,632,13829603.88,2026-07-13
2545,520,2025,541,179,8373686.25,2026-07-15
3787,698,3089,750,216,15496820.57,2026-07-12
3772,679,3093,861,554,12458840.56,2026-07-10
3757,233,3524,474,524,4311721.05,2026-06-22
2846,363,2483,708,291,7858005.22,2026-07-18
3112,718,2394,365,178,13971448.48,2026-06-20
4083,287,3796,827,258,5343544.59,2026-07-09
1654,96,1558,195,182,1847799.18,2026-07-04
1611,366,1245,247,107,6118400.79,2026-07-18
430,31,399,100,50,1423024.8,2026-07-01
4180,275,3905,928,211,11182754.0,2026-06-20
447,110,337,105,54,1750608.45,2026-06-23
1501,354,1147,298,119,5502590.95,2026-06-30
1101,53,1048,209,139,3327992.7,2026-07-16
2686,516,2170,464,348,13157451.58,2026-07-17
2083,280,1803,411,191,10110736.19,2026-06-20
3759,273,3486,516,398,11399167.5,2026-07-02
4246,612,3634,984,372,15174269.88,2026-07-16
4584,1295,3289,680,331,4987758.72,2026-06-20
2430,703,1727,419,356,8209147.5,2026-06-27
1506,257,1249,288,157,5370772.5,2026-07-11
2935,575,2360,538,438,13842135.05,2026-07-14
3469,585,2884,778,179,9149522.19,2026-07-10
257,48,209,34,13,865514.32,2026-07-02
1687,136,1551,360,125,8297492.63,2026-06-27
2102,149,1953,241,281,8266262.14,2026-07-17
1721,33,1688,355,201,959078.88,2026-07-10
4652,459,4193,1127,519,9187653.48,2026-07-12
4235,589,3646,471,406,8336174.0,2026-06-23
2611,565,2046,288,136,9742084.87,2026-07-11
1713,453,1260,286,247,6060439.83,2026-07-05
3062,773,2289,607,432,11345720.46,2026-07-08
1659,397,1262,350,131,2498752.62,2026-07-05
1503,349,1154,169,122,7235817.75,2026-07-04
4259,244,4015,811,232,9246757.49,2026-06-24
4609,541,4068,593,312,13553824.57,2026-06-26
2139,5,2134,382,225,7621171.44,2026-07-05
1318,20,1298,170,147,3960010.08,2026-07-08
2517,502,2015,544,265,4587282.84,2026-07-13
2653,538,2115,377,226,6969431.0,2026-07-02
4188,326,3862,843,487,11342486.04,2026-07-08
803,89,714,108,67,2676808.53,2026-07-15
2762,369,2393,426,249,13130630.86,2026-06-20
4395,972,3423,1013,640,16582598.7,2026-07-11
122,7,115,23,13,151245.84,2026-06-23
2047,40,2007,368,199,9383181.89,2026-07-04
978,197,781,162,117,3553739.04,2026-07-01
252,66,186,48,28,1014032.88,2026-07-04
3700,996,2704,414,336,16637013.0,2026-06-24
1627,164,1463,293,102,7717918.55,2026-07-08
1421,395,1026,279,207,122618.09,2026-07-13
586,53,533,143,69,2273228.78,2026-06-19
3525,212,3313,562,451,14636892.75,2026-07-15
3615,147,3468,518,192,8398223.4,2026-07-11
2767,38,2729,320,175,881649.21,2026-07-09
2113,571,1542,247,252,8699263.26,2026-06-21
2168,417,1751,414,223,6871649.44,2026-06-28
3597,647,2950,376,378,12168039.51,2026-07-14
4431,12,4419,1099,589,13784087.73,2026-07-06
4847,93,4754,1201,676,1983974.04,2026-07-13
4169,217,3952,712,610,14362621.9,2026-07-10
758,72,686,172,93,1469004.0,2026-06-21
302,60,242,40,32,343778.68,2026-06-28
3253,815,2438,733,441,4912485.42,2026-07-01
1230,152,1078,296,174,5627422.2,2026-07-15
3106,11,3095,593,439,2328878.8,2026-06-25
392,0,392,75,57,784274.4,2026-07-02
4535,174,4361,765,333,17024707.45,2026-07-10
2866,216,2650,497,405,2164259.9,2026-07-12
1557,113,1444,312,141,1575543.87,2026-06-24
1535,343,1192,357,221,6552362.4,2026-06-20
4546,944,3602,1114,508,1873270.22,2026-07-18
601,64,537,72,42,2188643.67,2026-06-30
4041,677,3364,769,267,13629929.31,2026-06-26
1971,102,1869,342,256,779629.05,2026-07-04
1635,162,1473,287,196,2739131.85,2026-07-15
2554,710,1844,554,205,7277571.92,2026-06-19
3035,827,2208,464,370,2685276.95,2026-07-15
2615,252,2363,374,353,3712175.55,2026-07-08
2994,137,2857,646,318,13160216.82,2026-06-23
3841,912,2929,751,348,9450818.91,2026-06-29
941,89,852,114,82,4046892.83,2026-06-24
1196,275,921,169,92,4402535.8,2026-07-11
676,186,490,76,35,2876690.96,2026-06-24
305,74,231,67,27,1176549.7,2026-06-26
1792,37,1755,312,228,8019612.16,2026-07-13
4471,966,3505,1116,619,3512998.83,2026-07-03
3265,228,3037,782,464,12013469.55,2026-07-13
2433,137,2296,480,249,6268721.82,2026-07-02
3300,372,2928,587,170,10989858.0,2026-07-09
1408,387,1021,271,105,3180376.32,2026-07-12
1517,289,1228,295,112,5601977.6,2026-07-11
4010,734,3276,442,312,15315352.9,2026-06-30
1948,64,1884,329,191,2353943.72,2026-07-11
1743,369,1374,372,207,8006662.23,2026-07-15
430,10,420,84,27,1519400.7,2026-06-26
4321,560,3761,701,512,11859114.13,2026-07-07
1474,192,1282,314,169,2739016.28,2026-06-28
687,132,555,100,82,3342076.38,2026-07-18
1875,528,1347,394,183,7678725.0,2026-07-13
2876,498,2378,692,389,12773754.0,2026-06-25
104,8,96,24,7,123598.8,2026-06-22
4265,575,3690,642,289,4159142.7,2026-07-02
3017,616,2401,668,210,10023952.33,2026-07-09
3446,676,2770,460,418,11690175.94,2026-07-05
3974,431,3543,562,529,16592085.84,2026-07-13
233,31,202,25,15,673081.08,2026-07-01
1369,68,1301,297,199,334022.31,2026-06-19
4738,300,4438,530,321,6293911.82,2026-07-02
1524,264,1260,255,220,4886294.52,2026-07-03
2372,87,2285,347,232,7240055.6,2026-07-17
3911,986,2925,565,307,16270933.3,2026-07-17
4972,292,4680,1093,668,19137625.76,2026-07-12
4234,541,3693,594,581,14580541.12,2026-06-26
3764,140,3624,611,381,7370062.56,2026-07-10
939,8,931,144,112,4042376.22,2026-07-15
4181,859,3322,571,519,2202049.08,2026-07-12
3948,79,3869,938,454,14900936.4,2026-07-05
813,123,690,165,56,3670548.66,2026-07-05
4467,2,4465,1110,443,11766614.04,2026-07-15
3084,895,2189,330,425,6702549.72,2026-07-15
3999,780,3219,757,500,16127447.13,2026-07-07
4769,200,4569,911,306,6246722.34,2026-07-11
1954,85,1869,340,250,8578040.46,2026-07-04
3397,263,3134,435,171,12094305.13,2026-06-28
108,7,101,26,5,205891.2,2026-06-30
1732,323,1409,382,178,1000385.88,2026-07-16
3540,519,3021,621,451,7599070.2,2026-07-07
3045,626,2419,445,355,11531749.95,2026-06-30
3435,988,2447,526,360,9678146.85,2026-07-08
4012,519,3493,715,495,7039294.72,2026-06-21
3311,753,2558,401,225,12421812.48,2026-07-04
3708,331,3377,472,294,9515840.4,2026-07-11
2822,820,2002,563,167,2386424.3,2026-07-07
93,25,68,10,6,221782.68,2026-07-07
4967,891,4076,586,280,6716923.77,2026-06-26
3087,81,3006,619,173,11225103.75,2026-07-13
3332,628,2704,668,432,4891442.64,2026-06-20
4944,117,4827,673,574,12345761.28,2026-06-25
137,12,125,34,20,552020.95,2026-07-13
2392,199,2193,256,319,7218099.2,2026-07-17
4275,474,3801,1056,299,14476945.5,2026-07-05
2996,244,2752,634,149,14618832.2,2026-06-23
761,70,691,175,89,1368262.78,2026-07-10
3287,415,2872,628,266,8588372.21,2026-06-23
612,23,589,131,48,2230366.68,2026-07-14
4630,1193,3437,819,408,22308590.1,2026-07-11
2315,231,2084,541,164,5326953.9,2026-06-19
3359,588,2771,337,300,3078254.78,2026-06-25
4197,218,3979,991,246,10663275.93,2026-07-08
2835,119,2716,694,403,13567487.85,2026-06-26
4456,1177,3279,701,577,9989015.2,2026-06-22
3139,576,2563,560,280,11926599.11,2026-07-11
3808,943,2865,408,436,2382018.24,2026-07-01
603,97,506,141,80,2997681.84,2026-07-05
1933,323,1610,404,186,5038751.1,2026-07-08
129,16,113,19,10,65841.6,2026-06-22
2851,77,2774,568,233,6867916.45,2026-07-04
2946,223,2723,587,284,2812781.88,2026-07-14
1607,255,1352,348,131,1948583.92,2026-07-07
2032,271,1761,308,159,2141098.08,2026-07-04
2095,364,1731,288,303,1211140.45,2026-07-12
692,173,519,153,97,2137200.48,2026-07-15
4485,86,4399,941,414,14003515.5,2026-06-20
4083,1176,2907,689,455,3900163.26,2026-07-18
4237,573,3664,830,324,15945271.58,2026-06-22
